,country,year,sex_code,sex_label,cancer_code,cancer_site,cases_per_100k
636,Russia,2012,F,Female,CICDTUME,Malignant neoplasms,187.1
637,Switzerland,2002,M,Male,CICDTUME,Malignant neoplasms,329.1
638,Switzerland,2000,M,Male,CICDTUME,Malignant neoplasms,283.4
639,Switzerland,2012,M,Male,CICDTUME,Malignant neoplasms,337.9
640,Switzerland,2008,M,Male,CICDTUME,Malignant neoplasms,313.2
641,France,2002,_T,Total,CICDTUME,Malignant neoplasms,289.5
642,France,2000,_T,Total,CICDTUME,Malignant neoplasms,281.5
643,Austria,2002,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",14.3
644,Austria,2000,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",12.0
645,Austria,2012,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",19.5
646,Austria,2008,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",16.2
647,Russia,2012,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",21.8
648,Canada,2002,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",42.2
649,Russia,2012,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",24.5
650,Canada,2012,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",42.6
651,Canada,2008,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",45.4
652,Slovak Republic,2012,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,16.1
653,Slovak Republic,2008,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,15.8
654,Slovak Republic,2002,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,18.5
655,Norway,2002,_T,Total,CICDTUME,Malignant neoplasms,286.0
656,Norway,2012,_T,Total,CICDTUME,Malignant neoplasms,318.3
657,Norway,2008,_T,Total,CICDTUME,Malignant neoplasms,297.9
658,Finland,2002,M,Male,CICDMNPR,Malignant neoplasms of prostate,84.4
659,Finland,2000,M,Male,CICDMNPR,Malignant neoplasms of prostate,72.9
660,Finland,2012,M,Male,CICDMNPR,Malignant neoplasms of prostate,96.6
661,Finland,2008,M,Male,CICDMNPR,Malignant neoplasms of prostate,96.6
662,Greece,2002,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,7.7
663,Greece,2000,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,6.9
664,Greece,2012,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,5.2
665,Latvia,2012,F,Female,CICDTUME,Malignant neoplasms,206.5
666,Netherlands,2002,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",59.7
667,Germany,2002,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",29.7
668,Germany,2000,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",30.8
669,Germany,2008,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",28.1
670,Israel,2008,M,Male,CICDTUME,Malignant neoplasms,303.7
671,Israel,2012,M,Male,CICDTUME,Malignant neoplasms,318.0
672,Switzerland,2012,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,3.6
673,Switzerland,2008,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,4.0
674,Switzerland,2002,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,8.3
675,Russia,2012,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",51.4
676,Switzerland,2000,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,7.2
677,Finland,2002,F,Female,CICDMNBR,Malignant neoplasms of female breast,84.7
678,Finland,2000,F,Female,CICDMNBR,Malignant neoplasms of female breast,78.4
679,Lithuania,2012,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",55.4
680,Finland,2012,F,Female,CICDMNBR,Malignant neoplasms of female breast,89.4
681,Finland,2008,F,Female,CICDMNBR,Malignant neoplasms of female breast,86.6
682,Canada,2012,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",34.4
683,Canada,2008,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",32.4
684,Canada,2002,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",31.6
685,Hungary,2008,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",79.3
686,Hungary,2002,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",94.6
687,Hungary,2012,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",76.6
688,Poland,2008,F,Female,CICDMNBR,Malignant neoplasms of female breast,48.9
689,Poland,2002,F,Female,CICDMNBR,Malignant neoplasms of female breast,50.3
690,Poland,2012,F,Female,CICDMNBR,Malignant neoplasms of female breast,51.9
691,Czechia,2012,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",54.0
692,Czechia,2008,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",60.7
693,Slovak Republic,2002,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",9.4
694,Slovak Republic,2012,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",14.3
695,Slovak Republic,2008,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",10.6
696,Czechia,2002,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",58.5
697,France,2002,M,Male,CICDTUME,Malignant neoplasms,341.8
698,France,2000,M,Male,CICDTUME,Malignant neoplasms,342.6
699,France,2012,M,Male,CICDTUME,Malignant neoplasms,356.0
700,France,2008,M,Male,CICDTUME,Malignant neoplasms,360.6
701,Israel,2012,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",43.0
702,Israel,2008,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",45.6
703,France,2002,F,Female,CICDTUME,Malignant neoplasms,237.2
704,France,2000,F,Female,CICDTUME,Malignant neoplasms,220.3
705,France,2012,F,Female,CICDTUME,Malignant neoplasms,261.9
706,France,2008,F,Female,CICDTUME,Malignant neoplasms,254.9
707,Poland,2002,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,18.4
708,Poland,2012,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,12.2
709,Japan,2002,F,Female,CICDTUME,Malignant neoplasms,167.4
710,Japan,2012,F,Female,CICDTUME,Malignant neoplasms,185.7
711,Japan,2008,F,Female,CICDTUME,Malignant neoplasms,167.6
712,Poland,2008,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,12.3
713,Israel,2012,F,Female,CICDTUME,Malignant neoplasms,258.7
714,Israel,2008,F,Female,CICDTUME,Malignant neoplasms,280.4
715,Denmark,2012,_T,Total,CICDTUME,Malignant neoplasms,338.1
716,Denmark,2008,_T,Total,CICDTUME,Malignant neoplasms,321.1
717,Denmark,2002,_T,Total,CICDTUME,Malignant neoplasms,281.4
718,Denmark,2000,_T,Total,CICDTUME,Malignant neoplasms,287.8
719,Belgium,2002,F,Female,CICDMNBR,Malignant neoplasms of female breast,92.0
720,Belgium,2000,F,Female,CICDMNBR,Malignant neoplasms of female breast,82.2
721,Belgium,2012,F,Female,CICDMNBR,Malignant neoplasms of female breast,111.9
722,Belgium,2008,F,Female,CICDMNBR,Malignant neoplasms of female breast,109.4
723,India,2012,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",5.1
724,Ireland,2000,F,Female,CICDMNBR,Malignant neoplasms of female breast,71.6
725,Ireland,2012,F,Female,CICDMNBR,Malignant neoplasms of female breast,92.3
726,Ireland,2008,F,Female,CICDMNBR,Malignant neoplasms of female breast,93.9
727,Ireland,2002,F,Female,CICDMNBR,Malignant neoplasms of female breast,74.9
728,China (People’s Republic of),2012,M,Male,CICDMNPR,Malignant neoplasms of prostate,5.3
729,Mexico,2002,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",11.9
730,Mexico,2012,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",7.5
731,Mexico,2008,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",9.4
732,Mexico,2008,F,Female,CICDMNBR,Malignant neoplasms of female breast,27.2
733,Mexico,2002,F,Female,CICDMNBR,Malignant neoplasms of female breast,26.4
734,Mexico,2012,F,Female,CICDMNBR,Malignant neoplasms of female breast,35.4
735,New Zealand,2008,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",37.5
736,New Zealand,2002,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",42.2
737,Korea,2008,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",13.8
738,Hungary,2002,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",33.7
739,Korea,2002,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",12.8
740,Hungary,2012,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",30.5
741,Hungary,2008,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",30.3
742,New Zealand,2012,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",33.5
743,Korea,2012,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",16.2
744,Greece,2002,F,Female,CICDMNBR,Malignant neoplasms of female breast,51.6
745,Greece,2000,F,Female,CICDMNBR,Malignant neoplasms of female breast,47.6
746,Denmark,2002,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,12.6
747,Denmark,2000,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,15.3
748,Denmark,2012,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,10.6
749,Denmark,2008,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,11.0
750,Greece,2012,F,Female,CICDMNBR,Malignant neoplasms of female breast,43.9
751,Greece,2008,F,Female,CICDMNBR,Malignant neoplasms of female breast,44.9
752,Germany,2000,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",11.4
753,Germany,2012,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",17.9
754,Germany,2008,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",16.4
755,Germany,2002,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",12.7
756,Austria,2008,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",28.6
757,South Africa,2012,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",15.6
758,Austria,2002,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",35.0
759,Austria,2000,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",34.7
760,Austria,2012,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",26.0
761,Costa Rica,2012,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",17.0
762,Luxembourg,2002,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",37.2
763,Luxembourg,2000,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",34.1
764,Portugal,2000,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",24.3
765,Poland,2008,M,Male,CICDTUME,Malignant neoplasms,284.6
766,Greece,2012,F,Female,CICDTUME,Malignant neoplasms,138.0
767,Greece,2008,F,Female,CICDTUME,Malignant neoplasms,141.9
768,Greece,2002,F,Female,CICDTUME,Malignant neoplasms,171.1
769,Greece,2000,F,Female,CICDTUME,Malignant neoplasms,158.0
770,Indonesia,2012,F,Female,CICDTUME,Malignant neoplasms,134.4
771,Finland,2008,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,3.7
772,Lithuania,2012,_T,Total,CICDTUME,Malignant neoplasms,251.9
773,Finland,2002,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,4.3
774,Finland,2000,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,4.2
775,Finland,2012,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,4.3
776,United States,2012,F,Female,CICDMNBR,Malignant neoplasms of female breast,92.9
777,United States,2008,F,Female,CICDMNBR,Malignant neoplasms of female breast,76.0
778,United States,2002,F,Female,CICDMNBR,Malignant neoplasms of female breast,101.1
779,Chile,2008,F,Female,CICDTUME,Malignant neoplasms,159.5
780,Lithuania,2012,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",18.9
781,Chile,2012,F,Female,CICDTUME,Malignant neoplasms,163.3
782,Czechia,2008,F,Female,CICDMNBR,Malignant neoplasms of female breast,67.7
783,Czechia,2002,F,Female,CICDMNBR,Malignant neoplasms of female breast,58.4
784,Denmark,2012,M,Male,CICDTUME,Malignant neoplasms,354.3
785,Denmark,2008,M,Male,CICDTUME,Malignant neoplasms,337.4
786,Denmark,2002,M,Male,CICDTUME,Malignant neoplasms,277.2
787,Denmark,2000,M,Male,CICDTUME,Malignant neoplasms,278.7
788,Czechia,2012,F,Female,CICDMNBR,Malignant neoplasms of female breast,70.3
789,Slovak Republic,2008,M,Male,CICDMNPR,Malignant neoplasms of prostate,39.8
790,Slovak Republic,2002,M,Male,CICDMNPR,Malignant neoplasms of prostate,30.5
791,Slovak Republic,2012,M,Male,CICDMNPR,Malignant neoplasms of prostate,50.0
792,Colombia,2012,F,Female,CICDTUME,Malignant neoplasms,151.5
793,Portugal,2008,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",16.4
794,Portugal,2002,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",20.1
795,Portugal,2000,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",19.7
796,Portugal,2012,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",20.2
797,Spain,2002,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",30.6
798,Spain,2000,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",28.6
799,Spain,2012,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",30.3
800,Spain,2008,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",28.8
801,Ireland,2002,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",43.1
802,Ireland,2000,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",44.2
803,Ireland,2012,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",43.1
804,Ireland,2008,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",44.5
805,Canada,2008,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",38.1
806,Canada,2002,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",36.4
807,Slovenia,2012,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",49.7
808,Slovenia,2008,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",49.5
809,Australia,2012,M,Male,CICDMNPR,Malignant neoplasms of prostate,115.2
810,Australia,2008,M,Male,CICDMNPR,Malignant neoplasms of prostate,105.0
811,Canada,2012,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",35.2
812,Australia,2002,M,Male,CICDMNPR,Malignant neoplasms of prostate,76.0
813,Spain,2002,M,Male,CICDMNPR,Malignant neoplasms of prostate,35.9
814,Spain,2000,M,Male,CICDMNPR,Malignant neoplasms of prostate,24.2
815,Spain,2012,M,Male,CICDMNPR,Malignant neoplasms of prostate,65.2
816,Spain,2008,M,Male,CICDMNPR,Malignant neoplasms of prostate,57.2
817,Indonesia,2012,M,Male,CICDMNPR,Malignant neoplasms of prostate,14.8
818,Greece,2012,M,Male,CICDMNPR,Malignant neoplasms of prostate,20.2
819,Greece,2008,M,Male,CICDMNPR,Malignant neoplasms of prostate,17.7
820,Türkiye,2012,_T,Total,CICDTUME,Malignant neoplasms,205.1
821,Türkiye,2008,_T,Total,CICDTUME,Malignant neoplasms,144.8
822,Türkiye,2002,_T,Total,CICDTUME,Malignant neoplasms,114.3
823,Germany,2008,_T,Total,CICDTUME,Malignant neoplasms,282.1
824,Germany,2002,_T,Total,CICDTUME,Malignant neoplasms,283.3
825,Germany,2000,_T,Total,CICDTUME,Malignant neoplasms,273.8
826,Germany,2012,_T,Total,CICDTUME,Malignant neoplasms,283.8
827,Greece,2002,M,Male,CICDMNPR,Malignant neoplasms of prostate,26.2
828,Greece,2000,M,Male,CICDMNPR,Malignant neoplasms of prostate,20.2
829,Finland,2002,F,Female,CICDTUME,Malignant neoplasms,227.9
830,Finland,2000,F,Female,CICDTUME,Malignant neoplasms,222.6
831,Estonia,2012,F,Female,CICDTUME,Malignant neoplasms,202.7
832,Estonia,2008,F,Female,CICDTUME,Malignant neoplasms,203.5
833,Finland,2012,F,Female,CICDTUME,Malignant neoplasms,234.2
834,Finland,2008,F,Female,CICDTUME,Malignant neoplasms,229.9
835,Korea,2008,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",27.6
836,Korea,2002,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",33.1
837,Norway,2002,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",43.4
838,Norway,2012,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",42.6
839,Korea,2012,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",28.7
840,Norway,2008,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",41.3
841,Sweden,2002,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",33.4
842,Sweden,2000,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",33.0
843,France,2012,M,Male,CICDMNPR,Malignant neoplasms of prostate,98.0
844,France,2008,M,Male,CICDMNPR,Malignant neoplasms of prostate,118.3
845,France,2002,M,Male,CICDMNPR,Malignant neoplasms of prostate,59.3
846,Colombia,2012,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",15.9
847,France,2000,M,Male,CICDMNPR,Malignant neoplasms of prostate,56.5
848,Sweden,2012,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",32.3
849,Sweden,2008,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",31.7
850,Spain,2002,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",29.7
851,Spain,2000,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",26.5
852,Spain,2012,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",33.1
853,Spain,2008,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",30.4
854,Belgium,2002,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",26.8
855,Belgium,2000,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",28.0
856,Belgium,2012,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",29.5
857,Belgium,2008,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",28.6
858,Luxembourg,2002,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",30.8
859,Luxembourg,2000,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",30.9
860,Luxembourg,2012,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",21.6
861,Luxembourg,2008,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",25.9
862,New Zealand,2008,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",26.1
863,Greece,2008,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,3.8
864,Germany,2012,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",27.5
865,Korea,2008,M,Male,CICDMNPR,Malignant neoplasms of prostate,22.4
866,Korea,2002,M,Male,CICDMNPR,Malignant neoplasms of prostate,7.6
867,Korea,2012,M,Male,CICDMNPR,Malignant neoplasms of prostate,30.3
868,Korea,2008,_T,Total,CICDTUME,Malignant neoplasms,262.4
869,Korea,2002,_T,Total,CICDTUME,Malignant neoplasms,220.5
870,Korea,2012,_T,Total,CICDTUME,Malignant neoplasms,307.8
871,Sweden,2002,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",21.1
872,Sweden,2000,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",21.4
873,Sweden,2012,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",19.4
874,Sweden,2008,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",19.4
875,Israel,2012,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",21.2
876,Israel,2008,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",23.8
877,France,2002,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",25.9
878,France,2000,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",26.8
879,France,2012,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",24.9
880,France,2008,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",24.1
881,South Africa,2012,F,Female,CICDTUME,Malignant neoplasms,168.9
882,Poland,2012,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",19.5
883,Costa Rica,2012,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",9.8
884,Poland,2008,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",17.6
885,Poland,2002,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",23.5
886,Austria,2002,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",42.6
887,Austria,2000,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",42.1
888,Austria,2012,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",37.1
889,Austria,2008,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",36.0
890,Luxembourg,2002,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",61.3
891,Luxembourg,2000,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",60.5
892,Luxembourg,2012,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",39.9
893,Luxembourg,2008,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",46.4
894,Portugal,2000,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",33.9
895,Portugal,2012,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",34.2
896,Portugal,2008,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",29.0
897,Portugal,2002,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",34.2
898,Mexico,2002,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",7.5
899,Mexico,2012,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",7.8
900,Mexico,2008,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",6.5
901,Indonesia,2012,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,17.3
902,Lithuania,2012,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",7.2
903,Norway,2008,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,9.3
904,Norway,2002,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,10.4
905,Mexico,2012,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",4.9
906,Mexico,2008,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",5.4
907,Mexico,2002,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",6.7
908,Brazil,2012,_T,Total,CICDTUME,Malignant neoplasms,205.5
909,Norway,2012,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,9.8
910,Spain,2012,_T,Total,CICDTUME,Malignant neoplasms,249.0
911,Spain,2008,_T,Total,CICDTUME,Malignant neoplasms,241.4
912,Spain,2002,_T,Total,CICDTUME,Malignant neoplasms,243.4
913,Spain,2000,_T,Total,CICDTUME,Malignant neoplasms,219.3
914,Russia,2012,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",24.0
915,Poland,2008,_T,Total,CICDTUME,Malignant neoplasms,225.1
916,Poland,2002,_T,Total,CICDTUME,Malignant neoplasms,256.1
917,Poland,2012,_T,Total,CICDTUME,Malignant neoplasms,229.6
918,United States,2002,M,Male,CICDTUME,Malignant neoplasms,406.6
919,Costa Rica,2012,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",5.0
920,Colombia,2012,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",13.4
921,United States,2012,M,Male,CICDTUME,Malignant neoplasms,347.0
922,United States,2008,M,Male,CICDTUME,Malignant neoplasms,335.0
923,Belgium,2012,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,8.6
924,Belgium,2008,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,9.4
925,Belgium,2002,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,9.4
926,Belgium,2000,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,9.1
927,United States,2008,F,Female,CICDTUME,Malignant neoplasms,274.4
928,United States,2002,F,Female,CICDTUME,Malignant neoplasms,308.8
929,United States,2012,F,Female,CICDTUME,Malignant neoplasms,297.4
930,Portugal,2002,M,Male,CICDTUME,Malignant neoplasms,284.6
931,Portugal,2000,M,Male,CICDTUME,Malignant neoplasms,270.3
932,Portugal,2012,M,Male,CICDTUME,Malignant neoplasms,306.3
933,Portugal,2008,M,Male,CICDTUME,Malignant neoplasms,266.8
934,Türkiye,2008,M,Male,CICDMNPR,Malignant neoplasms of prostate,14.8
935,Türkiye,2002,M,Male,CICDMNPR,Malignant neoplasms of prostate,8.0
936,Türkiye,2012,M,Male,CICDMNPR,Malignant neoplasms of prostate,40.6
937,Ireland,2002,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,7.2
938,Ireland,2000,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,7.9
939,Ireland,2012,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,13.6
940,Ireland,2008,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,10.9
941,Canada,2002,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",43.7
942,Canada,2012,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",37.9
943,Canada,2008,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",35.9
944,Canada,2002,M,Male,CICDMNPR,Malignant neoplasms of prostate,78.2
945,South Africa,2012,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",9.5
946,Canada,2012,M,Male,CICDMNPR,Malignant neoplasms of prostate,88.9
947,Canada,2008,M,Male,CICDMNPR,Malignant neoplasms of prostate,101.5
948,Lithuania,2012,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,26.1
949,Costa Rica,2012,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,11.4
950,Türkiye,2012,M,Male,CICDTUME,Malignant neoplasms,257.8
951,Türkiye,2008,M,Male,CICDTUME,Malignant neoplasms,182.3
952,Chile,2012,M,Male,CICDMNPR,Malignant neoplasms of prostate,52.4
953,Türkiye,2002,M,Male,CICDTUME,Malignant neoplasms,137.3
954,Chile,2008,M,Male,CICDMNPR,Malignant neoplasms of prostate,57.4
955,Finland,2008,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",10.8
956,Finland,2002,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",10.1
957,Finland,2000,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",8.9
958,Finland,2012,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",12.2
